window_start	window_end	window_mid	n_snps	median_chisq	median_OR	median_prop_1111_obs	median_prop_0000_obs	median_prop_1111_exp	median_prop_0000_exp	mean_n_samples	population	subset
780031	790030	785030.5	70	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	13.914285714285715	LI3	LI
785031	795030	790030.5	87	12.367968038802912	0	0	1	0.996005996001	1.0000000000000036e-12	13.862068965517242	LI3	LI
790031	800030	795030.5	67	12.367968038802912	0	0	1	0.996005996001	1.0000000000000036e-12	13.880597014925373	LI3	LI
795031	805030	800030.5	70	6.805575801749272	NA	0	1	0.996005996001	1.0000000000000036e-12	13.571428571428571	LI3	LI
800031	810030	805030.5	66	10.351733327259474	NA	0	1	0.996005996001	1.0000000000000036e-12	13.787878787878787	LI3	LI
805031	815030	810030.5	34	13.897890852769677	NA	0	1	0.996005996001	1.0000000000000036e-12	13.558823529411764	LI3	LI
810031	820030	815030.5	91	12.123497509954525	8181.144795000764	0	1	0.996005996001	1.0000000000000036e-12	13.67032967032967	LI3	LI
815031	825030	820030.5	109	12.841469892313324	4090.5820993960547	0	1	0.996005996001	1.0000000000000036e-12	14.211009174311927	LI3	LI
820031	830030	825030.5	62	12.841469892313324	0.0194037913455986	0	1	0.996005996001	1.0000000000000036e-12	15.048387096774194	LI3	LI
825031	835030	830030.5	77	9.477	NA	0	1	0.996005996001	1.0000000000000036e-12	14.636363636363637	LI3	LI
830031	840030	835030.5	78	9.477	NA	0	1	0.996005996001	1.0000000000000036e-12	14.653846153846153	LI3	LI
835031	845030	840030.5	84	10.203501383463543	5.947730112453148	0	1	0.996005996001	1.0000000000000036e-12	14.297619047619047	LI3	LI
840031	850030	845030.5	91	11.527681630574243	5.947730112453148	0	1	0.996005996001	1.0000000000000036e-12	14.32967032967033	LI3	LI
845031	855030	850030.5	85	11.313725077554736	NA	0	1	0.996005996001	1.0000000000000036e-12	14.635294117647058	LI3	LI
850031	860030	855030.5	94	13.723829263848398	0	0	1	0.996005996001	1.0000000000000036e-12	14.148936170212766	LI3	LI
855031	865030	860030.5	107	14.816969868740605	0.2636718750000001	0	1	0.996005996001	1.0000000000000036e-12	14.373831775700934	LI3	LI
860031	870030	865030.5	118	10.518407212622089	0.9481293135000006	0	1	0.996005996001	1.0000000000000036e-12	14.322033898305085	LI3	LI
865031	875030	870030.5	131	10.518407212622089	NA	0	1	0.996005996001	1.0000000000000036e-12	14.076335877862595	LI3	LI
870031	880030	875030.5	100	10.518407212622089	NA	0	1	0.996005996001	1.0000000000000036e-12	14.29	LI3	LI
875031	885030	880030.5	50	7.540221899871855	NA	0	1	0.996005996001	1.0000000000000036e-12	13.12	LI3	LI
880031	890030	885030.5	29	4.5620365871216215	NA	0	1	0.996005996001	1.0000000000000036e-12	10.448275862068966	LI3	LI
885031	895030	890030.5	44	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	13.568181818181818	LI3	LI
890031	900030	895030.5	66	10.638829023363174	NA	0	1	0.996005996001	1.0000000000000036e-12	14.333333333333334	LI3	LI
895031	905030	900030.5	39	10.638829023363174	NA	0	1	0.996005996001	1.0000000000000036e-12	11.871794871794872	LI3	LI
900031	910030	905030.5	26	9.491061989503503	0.02237551891099668	0	1	0.996005996001	1.0000000000000036e-12	6.653846153846154	LI3	LI
905031	915030	910030.5	55	15.463744997814084	0.10956076914787886	0	1	0.996005996001	1.0000000000000036e-12	12.418181818181818	LI3	LI
910031	920030	915030.5	86	15.463744997814084	0.2965666279601829	0	1	0.996005996001	1.0000000000000036e-12	14.30232558139535	LI3	LI
915031	925030	920030.5	88	10.941381613144117	0.03764120916696232	0	1	0.996005996001	1.0000000000000036e-12	14.329545454545455	LI3	LI
920031	930030	925030.5	107	12.405763226288235	0.03764120916696232	0	1	0.996005996001	1.0000000000000036e-12	14.663551401869158	LI3	LI
925031	935030	930030.5	119	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.739495798319327	LI3	LI
930031	940030	935030.5	94	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.936170212765957	LI3	LI
935031	945030	940030.5	97	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.8659793814433	LI3	LI
940031	950030	945030.5	99	10.720361218069122	NA	0	1	0.996005996001	1.0000000000000036e-12	14.636363636363637	LI3	LI
945031	955030	950030.5	71	9.965893499659561	0	0	1	0.996005996001	1.0000000000000036e-12	14.394366197183098	LI3	LI
950031	960030	955030.5	73	9.21142578125	0	0	1	0.996005996001	1.0000000000000036e-12	13.931506849315069	LI3	LI
955031	965030	960030.5	66	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	13.424242424242424	LI3	LI
960031	970030	965030.5	62	15.655517578125	NA	0	1	0.996005996001	1.0000000000000036e-12	13.016129032258064	LI3	LI
965031	975030	970030.5	57	15.655517578125	NA	0	1	0.996005996001	1.0000000000000036e-12	12.421052631578947	LI3	LI
970031	980030	975030.5	53	15.910110473632812	NA	0	1	0.996005996001	1.0000000000000036e-12	13.79245283018868	LI3	LI
975031	985030	980030.5	81	12.693555236816406	NA	0	1	0.996005996001	1.0000000000000036e-12	14.592592592592593	LI3	LI
980031	990030	985030.5	65	12.88595776911698	0.06584362139917696	0	1	0.996005996001	1.0000000000000036e-12	14.23076923076923	LI3	LI
985031	995030	990030.5	67	12.88595776911698	0.039277546964236534	0	1	0.996005996001	1.0000000000000036e-12	14.552238805970148	LI3	LI
990031	1000030	995030.5	78	9.797646536837435	0.039277546964236534	0	1	0.996005996001	1.0000000000000036e-12	14.384615384615385	LI3	LI
995031	1005030	1000030.5	84	11.74163818359375	NA	0	1	0.996005996001	1.0000000000000036e-12	14.178571428571429	LI3	LI
1000031	1010030	1005030.5	112	13.73642622010031	NA	0	1	0.996005996001	1.0000000000000036e-12	14.508928571428571	LI3	LI
1005031	1015030	1010030.5	116	14.3204075544946	NA	0	1	0.996005996001	1.0000000000000036e-12	14.974137931034482	LI3	LI
1010031	1020030	1015030.5	123	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.861788617886178	LI3	LI
1015031	1025030	1020030.5	92	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.478260869565217	LI3	LI
1020031	1030030	1025030.5	59	12.169003580673904	NA	0	1	0.996005996001	1.0000000000000036e-12	14.338983050847459	LI3	LI
1025031	1035030	1030030.5	64	12.169003580673904	NA	0	1	0.996005996001	1.0000000000000036e-12	12.265625	LI3	LI
1030031	1040030	1035030.5	108	14.389620977893923	0.1685495311841417	0	1	0.996005996001	1.0000000000000036e-12	13.027777777777779	LI3	LI
1035031	1045030	1040030.5	134	13.215258254017051	0.08427476559207085	0	1	0.996005996001	1.0000000000000036e-12	14.291044776119403	LI3	LI
1040031	1050030	1045030.5	133	11.696156510997344	0	0	1	0.996005996001	1.0000000000000036e-12	14.488721804511279	LI3	LI
1045031	1055030	1050030.5	122	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.598360655737705	LI3	LI
1050031	1060030	1055030.5	95	6.055411380512027	NA	0	1	0.996005996001	1.0000000000000036e-12	14.25263157894737	LI3	LI
1055031	1065030	1060030.5	94	6.583967292274053	NA	0	1	0.996005996001	1.0000000000000036e-12	14.457446808510639	LI3	LI
1060031	1070030	1065030.5	71	11.057376836623266	NA	0	1	0.996005996001	1.0000000000000036e-12	15.126760563380282	LI3	LI
1065031	1075030	1070030.5	68	11.323018391927082	0	0	1	0.996005996001	1.0000000000000036e-12	14.735294117647058	LI3	LI
1070031	1080030	1075030.5	102	10.591415445963541	0	0	1	0.996005996001	1.0000000000000036e-12	14.343137254901961	LI3	LI
1075031	1085030	1080030.5	109	13.252314814814811	0.031249999999999955	0	1	0.996005996001	1.0000000000000036e-12	14.412844036697248	LI3	LI
1080031	1090030	1085030.5	98	13.252314814814811	0.031249999999999955	0	1	0.996005996001	1.0000000000000036e-12	14.561224489795919	LI3	LI
1085031	1095030	1090030.5	110	11.798119360050155	NA	0	1	0.996005996001	1.0000000000000036e-12	14.5	LI3	LI
1090031	1100030	1095030.5	102	11.798119360050155	NA	0	1	0.996005996001	1.0000000000000036e-12	14.53921568627451	LI3	LI
1095031	1105030	1100030.5	94	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.75531914893617	LI3	LI
1100031	1110030	1105030.5	95	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.83157894736842	LI3	LI
1105031	1115030	1110030.5	79	12.98252177239214	0.21692350409551606	0	1	0.996005996001	1.0000000000000036e-12	14.949367088607595	LI3	LI
1110031	1120030	1115030.5	94	11.493777747723126	0.21692350409551606	0	1	0.996005996001	1.0000000000000036e-12	14.606382978723405	LI3	LI
1115031	1125030	1120030.5	97	11.707226670898145	NA	0	1	0.996005996001	1.0000000000000036e-12	14.577319587628866	LI3	LI
1120031	1130030	1125030.5	114	13.775802033983236	NA	0	1	0.996005996001	1.0000000000000036e-12	14.666666666666666	LI3	LI
1125031	1135030	1130030.5	161	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.639751552795031	LI3	LI
1130031	1140030	1135030.5	147	15.910110473632812	NA	0	1	0.996005996001	1.0000000000000036e-12	14.748299319727892	LI3	LI
1135031	1145030	1140030.5	120	15.910110473632812	NA	0	1	0.996005996001	1.0000000000000036e-12	14.45	LI3	LI
1140031	1150030	1145030.5	107	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.317757009345794	LI3	LI
1145031	1155030	1150030.5	98	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	13.683673469387756	LI3	LI
1150031	1160030	1155030.5	97	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	13.505154639175258	LI3	LI
1155031	1165030	1160030.5	98	13.897890852769677	NA	0	1	0.996005996001	1.0000000000000036e-12	14.408163265306122	LI3	LI
1160031	1170030	1165030.5	109	12.164484767297118	0	0	1	0.996005996001	1.0000000000000036e-12	14.596330275229358	LI3	LI
1165031	1175030	1170030.5	123	10.720361218069122	0	0	1	0.996005996001	1.0000000000000036e-12	14.40650406504065	LI3	LI
1170031	1180030	1175030.5	108	10.720361218069122	NA	0	1	0.996005996001	1.0000000000000036e-12	14.49074074074074	LI3	LI
1175031	1185030	1180030.5	85	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	15.129411764705882	LI3	LI
1180031	1190030	1185030.5	59	14.90438888888889	NA	0	1	0.996005996001	1.0000000000000036e-12	15.305084745762711	LI3	LI
1185031	1195030	1190030.5	62	13.22947345296283	NA	0	1	0.996005996001	1.0000000000000036e-12	14.274193548387096	LI3	LI
1190031	1200030	1195030.5	90	12.214873678361748	5801.571777343757	0	1	0.996005996001	1.0000000000000036e-12	14.088888888888889	LI3	LI
1195031	1205030	1200030.5	110	14.227953533624571	0.14511341845067238	0	1	0.996005996001	1.0000000000000036e-12	14.336363636363636	LI3	LI
1200031	1210030	1205030.5	132	14.227953533624571	0.05292214940134471	0	1	0.996005996001	1.0000000000000036e-12	14.575757575757576	LI3	LI
1205031	1215030	1210030.5	113	14.3204075544946	NA	0	1	0.996005996001	1.0000000000000036e-12	14.823008849557523	LI3	LI
1210031	1220030	1215030.5	72	11.457064405481377	0	0	1	0.996005996001	1.0000000000000036e-12	14.833333333333334	LI3	LI
1215031	1225030	1220030.5	81	11.046717515389838	0	0	1	0.996005996001	1.0000000000000036e-12	14.864197530864198	LI3	LI
1220031	1230030	1225030.5	103	10.42810856498873	0	0	1	0.996005996001	1.0000000000000036e-12	14.844660194174757	LI3	LI
1225031	1235030	1230030.5	89	10.42810856498873	0	0	1	0.996005996001	1.0000000000000036e-12	14.719101123595506	LI3	LI
1230031	1240030	1235030.5	89	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.752808988764045	LI3	LI
1235031	1245030	1240030.5	111	12.367968038802912	0	0	1	0.996005996001	1.0000000000000036e-12	14.666666666666666	LI3	LI
1240031	1250030	1245030.5	128	12.367968038802912	0	0	1	0.996005996001	1.0000000000000036e-12	14.5625	LI3	LI
1245031	1255030	1250030.5	121	9.232901614887027	NA	0	1	0.996005996001	1.0000000000000036e-12	14.49586776859504	LI3	LI
1250031	1260030	1255030.5	131	9.232901614887027	NA	0	1	0.996005996001	1.0000000000000036e-12	14.473282442748092	LI3	LI
1255031	1265030	1260030.5	110	13.765992213320926	0	0	1	0.996005996001	1.0000000000000036e-12	14.654545454545454	LI3	LI
1260031	1270030	1265030.5	110	12.313207712932112	0	0	1	0.996005996001	1.0000000000000036e-12	14.909090909090908	LI3	LI
1265031	1275030	1270030.5	144	11.867411295572916	0	0	1	0.996005996001	1.0000000000000036e-12	14.82638888888889	LI3	LI
1270031	1280030	1275030.5	138	12.832222710449074	0	0	1	0.996005996001	1.0000000000000036e-12	14.731884057971014	LI3	LI
1275031	1285030	1280030.5	134	12.832222710449074	0	0	1	0.996005996001	1.0000000000000036e-12	14.567164179104477	LI3	LI
1280031	1290030	1285030.5	100	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.52	LI3	LI
1285031	1295030	1290030.5	82	11.344672525471799	NA	0	1	0.996005996001	1.0000000000000036e-12	14.817073170731707	LI3	LI
1290031	1300030	1295030.5	104	11.344672525471799	NA	0	1	0.996005996001	1.0000000000000036e-12	14.817307692307692	LI3	LI
1295031	1305030	1300030.5	99	11.707226670898145	NA	0	1	0.996005996001	1.0000000000000036e-12	14.747474747474747	LI3	LI
1300031	1310030	1305030.5	83	11.707226670898145	NA	0	1	0.996005996001	1.0000000000000036e-12	14.867469879518072	LI3	LI
1305031	1315030	1310030.5	71	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	15.084507042253522	LI3	LI
1310031	1320030	1315030.5	66	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.893939393939394	LI3	LI
1315031	1325030	1320030.5	94	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.851063829787234	LI3	LI
1320031	1330030	1325030.5	105	13.178502343332362	NA	0	1	0.996005996001	1.0000000000000036e-12	14.971428571428572	LI3	LI
1325031	1335030	1330030.5	93	13.178502343332362	NA	0	1	0.996005996001	1.0000000000000036e-12	14.666666666666666	LI3	LI
1330031	1340030	1335030.5	79	10.518407212622089	NA	0	1	0.996005996001	1.0000000000000036e-12	14.544303797468354	LI3	LI
1335031	1345030	1340030.5	93	11.376797946210555	0	0	1	0.996005996001	1.0000000000000036e-12	14.311827956989248	LI3	LI
1340031	1350030	1345030.5	102	11.8818359375	0	0	1	0.996005996001	1.0000000000000036e-12	14.470588235294118	LI3	LI
1345031	1355030	1350030.5	68	12.722520685825351	NA	0	1	0.996005996001	1.0000000000000036e-12	15.044117647058824	LI3	LI
1350031	1360030	1355030.5	55	12.722520685825351	NA	0	1	0.996005996001	1.0000000000000036e-12	15.090909090909092	LI3	LI
1355031	1365030	1360030.5	79	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.632911392405063	LI3	LI
1360031	1370030	1365030.5	72	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.541666666666666	LI3	LI
1365031	1375030	1370030.5	54	11.707226670898145	NA	0	1	0.996005996001	1.0000000000000036e-12	15.092592592592593	LI3	LI
1370031	1380030	1375030.5	77	9.354168724279836	0.11287477954144622	0	1	0.996005996001	1.0000000000000036e-12	14.077922077922079	LI3	LI
1375031	1385030	1380030.5	104	9.8598125	0	0	1	0.996005996001	1.0000000000000036e-12	13.98076923076923	LI3	LI
1380031	1390030	1385030.5	105	10.714831223776798	0	0	1	0.996005996001	1.0000000000000036e-12	14.495238095238095	LI3	LI
1385031	1395030	1390030.5	101	12.06694025383862	0.09326569080430405	0	1	0.996005996001	1.0000000000000036e-12	14.712871287128714	LI3	LI
1390031	1400030	1395030.5	109	12.009519675925926	0.09326569080430405	0	1	0.996005996001	1.0000000000000036e-12	14.79816513761468	LI3	LI
1395031	1405030	1400030.5	96	11.553819444444443	NA	0	1	0.996005996001	1.0000000000000036e-12	14.708333333333334	LI3	LI
1400031	1410030	1405030.5	83	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.771084337349398	LI3	LI
1405031	1415030	1410030.5	82	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	14.731707317073171	LI3	LI
1410031	1420030	1415030.5	101	15.910110473632812	NA	0	1	0.996005996001	1.0000000000000036e-12	14.653465346534654	LI3	LI
1415031	1425030	1420030.5	119	15.910110473632812	NA	0	1	0.996005996001	1.0000000000000036e-12	14.831932773109244	LI3	LI
1420031	1430030	1425030.5	115	12.214873678361748	NA	0	1	0.996005996001	1.0000000000000036e-12	14.643478260869566	LI3	LI
1425031	1435030	1430030.5	94	12.214873678361748	NA	0	1	0.996005996001	1.0000000000000036e-12	14.382978723404255	LI3	LI
1430031	1440030	1435030.5	73	14.90438888888889	NA	0	1	0.996005996001	1.0000000000000036e-12	14.479452054794521	LI3	LI
1435031	1445030	1440030.5	73	12.357673868312759	0.09876543209876545	0	1	0.996005996001	1.0000000000000036e-12	14.63013698630137	LI3	LI
1440031	1450030	1445030.5	59	9.810958847736627	0.09876543209876545	0	1	0.996005996001	1.0000000000000036e-12	14.94915254237288	LI3	LI
1445031	1455030	1450030.5	61	16.114536717993325	0.33666020110668177	0	1	0.996005996001	1.0000000000000036e-12	14.918032786885245	LI3	LI
1450031	1460030	1455030.5	88	14.241573852453412	0.2613930803231215	0	1	0.996005996001	1.0000000000000036e-12	14.943181818181818	LI3	LI
1455031	1465030	1460030.5	106	14.241573852453412	0.27168773942322694	0	1	0.996005996001	1.0000000000000036e-12	14.981132075471699	LI3	LI
1460031	1470030	1465030.5	86	16.114536717993325	0.33666020110668177	0	1	0.996005996001	1.0000000000000036e-12	14.965116279069768	LI3	LI
1465031	1475030	1470030.5	74	10.585340909897926	0.19280329218107012	0	1	0.996005996001	1.0000000000000036e-12	15.054054054054054	LI3	LI
1470031	1480030	1475030.5	78	10.585340909897926	0.21093750000000008	0	1	0.996005996001	1.0000000000000036e-12	14.91025641025641	LI3	LI
1475031	1485030	1480030.5	78	11.951150079672608	0.2361652901615608	0	1	0.996005996001	1.0000000000000036e-12	14.435897435897436	LI3	LI
1480031	1490030	1485030.5	85	14.241573852453412	0.2613930803231215	0	1	0.996005996001	1.0000000000000036e-12	14.576470588235294	LI3	LI
1485031	1495030	1490030.5	73	14.241573852453412	0.25282579080340106	0	1	0.996005996001	1.0000000000000036e-12	14.726027397260275	LI3	LI
1490031	1500030	1495030.5	77	12.511126928172944	0.24425850128368065	0	1	0.996005996001	1.0000000000000036e-12	14.662337662337663	LI3	LI
1495031	1505030	1500030.5	75	14.816681519523655	0.24425850128368065	0	1	0.996005996001	1.0000000000000036e-12	14.933333333333334	LI3	LI
1500031	1510030	1505030.5	60	15.391789186593899	0.24425850128368065	0	1	0.996005996001	1.0000000000000036e-12	14.883333333333333	LI3	LI
1505031	1515030	1510030.5	66	13.73642622010031	NA	0	1	0.996005996001	1.0000000000000036e-12	14.772727272727273	LI3	LI
1510031	1520030	1515030.5	70	13.73642622010031	NA	0	1	0.996005996001	1.0000000000000036e-12	14.714285714285714	LI3	LI
1515031	1525030	1520030.5	68	12.890447200728264	NA	0	1	0.996005996001	1.0000000000000036e-12	13.764705882352942	LI3	LI
31	10030	5030.5	140	21.48606110600467	0	0	1	0.996005996001	1.0000000000000036e-12	20.307142857142857	LI4	LI
5031	15030	10030.5	118	19.9274765625	0	0	1	0.996005996001	1.0000000000000036e-12	20.906779661016948	LI4	LI
10031	20030	15030.5	124	22.52514766040614	0	0	1	0.996005996001	1.0000000000000036e-12	20.75	LI4	LI
15031	25030	20030.5	89	23.67422103881836	0	0	1	0.996005996001	1.0000000000000036e-12	21.359550561797754	LI4	LI
20031	30030	25030.5	77	21.853474904324756	0	0	1	0.996005996001	1.0000000000000036e-12	21.207792207792206	LI4	LI
25031	35030	30030.5	108	21.853474904324756	NA	0	1	0.996005996001	1.0000000000000036e-12	21.26851851851852	LI4	LI
30031	40030	35030.5	117	22.859562815916004	0	0	1	0.996005996001	1.0000000000000036e-12	21.256410256410255	LI4	LI
35031	45030	40030.5	78	22.859562815916004	0	0	1	0.996005996001	1.0000000000000036e-12	21.384615384615383	LI4	LI
40031	50030	45030.5	80	22.462834922330895	0	0	1	0.996005996001	1.0000000000000036e-12	21.775	LI4	LI
45031	55030	50030.5	108	19.852884499130617	0	0	1	0.996005996001	1.0000000000000036e-12	21.50925925925926	LI4	LI
50031	60030	55030.5	110	17.860243900806708	0	0	1	0.996005996001	1.0000000000000036e-12	21.172727272727272	LI4	LI
55031	65030	60030.5	97	18.55651381685527	0	0	1	0.996005996001	1.0000000000000036e-12	21.45360824742268	LI4	LI
60031	70030	65030.5	96	22.39535701975438	0	0	1	0.996005996001	1.0000000000000036e-12	21.65625	LI4	LI
65031	75030	70030.5	122	22.858205083422373	0	0	1	0.996005996001	1.0000000000000036e-12	20.9672131147541	LI4	LI
70031	80030	75030.5	123	22.754006739541385	0	0	1	0.996005996001	1.0000000000000036e-12	21.056910569105693	LI4	LI
75031	85030	80030.5	90	22.82274543848114	0	0	1	0.996005996001	1.0000000000000036e-12	21.544444444444444	LI4	LI
80031	90030	85030.5	86	23.4832763671875	0	0	1	0.996005996001	1.0000000000000036e-12	21.36046511627907	LI4	LI
85031	95030	90030.5	106	21.933866688580014	0	0	1	0.996005996001	1.0000000000000036e-12	21.132075471698112	LI4	LI
90031	100030	95030.5	129	18.923795378335036	NA	0	1	0.996005996001	1.0000000000000036e-12	20.72093023255814	LI4	LI
95031	105030	100030.5	164	19.32171018916752	NA	0	1	0.996005996001	1.0000000000000036e-12	20.45731707317073	LI4	LI
100031	110030	105030.5	134	19.719625	0	0	1	0.996005996001	1.0000000000000036e-12	20.425373134328357	LI4	LI
105031	115030	110030.5	88	21.933866688580014	0	0	1	0.996005996001	1.0000000000000036e-12	20.954545454545453	LI4	LI
110031	120030	115030.5	99	21.873469021999625	0	0	1	0.996005996001	1.0000000000000036e-12	21.333333333333332	LI4	LI
115031	125030	120030.5	99	19.56939697265625	0	0	1	0.996005996001	1.0000000000000036e-12	21.22222222222222	LI4	LI
120031	130030	125030.5	67	21.743519909842224	NA	0	1	0.996005996001	1.0000000000000036e-12	21.46268656716418	LI4	LI
125031	135030	130030.5	88	21.743519909842224	0	0	1	0.996005996001	1.0000000000000036e-12	21.25	LI4	LI
130031	140030	135030.5	118	20.732102364755427	0	0	1	0.996005996001	1.0000000000000036e-12	21.1864406779661	LI4	LI
135031	145030	140030.5	96	20.732102364755427	0	0	1	0.996005996001	1.0000000000000036e-12	21.1875	LI4	LI
140031	150030	145030.5	138	20.732102364755427	0	0	1	0.996005996001	1.0000000000000036e-12	21.043478260869566	LI4	LI
145031	155030	150030.5	214	19.719625	0	0	1	0.996005996001	1.0000000000000036e-12	20.429906542056074	LI4	LI
150031	160030	155030.5	199	17.919720936213995	0	0	1	0.996005996001	1.0000000000000036e-12	20.628140703517587	LI4	LI
155031	165030	160030.5	131	20.22336268504258	0	0	1	0.996005996001	1.0000000000000036e-12	21.85496183206107	LI4	LI
160031	170030	165030.5	95	23.586839463975693	0	0	1	0.996005996001	1.0000000000000036e-12	22.263157894736842	LI4	LI
165031	175030	170030.5	87	22.07355962850333	0	0	1	0.996005996001	1.0000000000000036e-12	21.74712643678161	LI4	LI
170031	180030	175030.5	81	21.74562472852883	0	0	1	0.996005996001	1.0000000000000036e-12	21.814814814814813	LI4	LI
175031	185030	180030.5	94	21.74562472852883	0	0	1	0.996005996001	1.0000000000000036e-12	21.54255319148936	LI4	LI
180031	190030	185030.5	112	22.300183630385483	0	0	1	0.996005996001	1.0000000000000036e-12	20.767857142857142	LI4	LI
185031	195030	190030.5	101	21.813071355419236	0	0	1	0.996005996001	1.0000000000000036e-12	21.425742574257427	LI4	LI
190031	200030	195030.5	80	22.28353904748031	0	0	1	0.996005996001	1.0000000000000036e-12	21.9625	LI4	LI
195031	205030	200030.5	113	22.806784777728694	0	0	1	0.996005996001	1.0000000000000036e-12	21.92920353982301	LI4	LI
200031	210030	205030.5	114	21.605458844970887	0	0	1	0.996005996001	1.0000000000000036e-12	21.789473684210527	LI4	LI
205031	215030	210030.5	91	19.9274765625	0	0	1	0.996005996001	1.0000000000000036e-12	21.34065934065934	LI4	LI
210031	220030	215030.5	103	20.8059456439878	0	0	1	0.996005996001	1.0000000000000036e-12	21.475728155339805	LI4	LI
215031	225030	220030.5	109	21.798497407083488	0	0	1	0.996005996001	1.0000000000000036e-12	21.339449541284402	LI4	LI
220031	230030	225030.5	84	21.933866688580014	0	0	1	0.996005996001	1.0000000000000036e-12	21.523809523809526	LI4	LI
225031	235030	230030.5	51	21.933866688580014	0	0	1	0.996005996001	1.0000000000000036e-12	22	LI4	LI
230031	240030	235030.5	89	19.818409946954972	0	0	1	0.996005996001	1.0000000000000036e-12	21.39325842696629	LI4	LI
235031	245030	240030.5	105	21.605458844970887	0	0	1	0.996005996001	1.0000000000000036e-12	21.4	LI4	LI
240031	250030	245030.5	100	22.462834922330895	0	0	1	0.996005996001	1.0000000000000036e-12	21.51	LI4	LI
245031	255030	250030.5	99	21.933866688580014	0	0	1	0.996005996001	1.0000000000000036e-12	21.636363636363637	LI4	LI
250031	260030	255030.5	98	21.743519909842224	NA	0	1	0.996005996001	1.0000000000000036e-12	21.56122448979592	LI4	LI
255031	265030	260030.5	104	21.833273129871998	NA	0	1	0.996005996001	1.0000000000000036e-12	21.326923076923077	LI4	LI
260031	270030	265030.5	87	21.853474904324756	NA	0	1	0.996005996001	1.0000000000000036e-12	21.528735632183906	LI4	LI
265031	275030	270030.5	80	22.754006739541385	NA	0	1	0.996005996001	1.0000000000000036e-12	21.6375	LI4	LI
270031	280030	275030.5	82	21.485636455476566	NA	0	1	0.996005996001	1.0000000000000036e-12	21.74390243902439	LI4	LI
275031	285030	280030.5	87	21.45784661231353	0	0	1	0.996005996001	1.0000000000000036e-12	21.804597701149426	LI4	LI
280031	290030	285030.5	86	21.687940223516154	0	0	1	0.996005996001	1.0000000000000036e-12	21.651162790697676	LI4	LI
285031	295030	290030.5	91	20.732102364755427	0	0	1	0.996005996001	1.0000000000000036e-12	21	LI4	LI
290031	300030	295030.5	99	20.84683627915452	0	0	1	0.996005996001	1.0000000000000036e-12	20.666666666666668	LI4	LI
295031	305030	300030.5	142	21.25071499636082	0	0	1	0.996005996001	1.0000000000000036e-12	20.697183098591548	LI4	LI
300031	310030	305030.5	134	23.431558911720238	0	0	1	0.996005996001	1.0000000000000036e-12	20.507462686567163	LI4	LI
305031	315030	310030.5	90	20.302108201763712	NA	0	1	0.996005996001	1.0000000000000036e-12	20.92222222222222	LI4	LI
310031	320030	315030.5	131	21.786942235931193	0	0	1	0.996005996001	1.0000000000000036e-12	21.16030534351145	LI4	LI
315031	325030	320030.5	121	24.33179925	0	0	1	0.996005996001	1.0000000000000036e-12	20.96694214876033	LI4	LI
320031	330030	325030.5	92	21.028330320174312	0	0	1	0.996005996001	1.0000000000000036e-12	21.07608695652174	LI4	LI
325031	335030	330030.5	108	20.8059456439878	0	0	1	0.996005996001	1.0000000000000036e-12	20.805555555555557	LI4	LI
330031	340030	335030.5	99	19.226439987107014	0	0	1	0.996005996001	1.0000000000000036e-12	20.7979797979798	LI4	LI
335031	345030	340030.5	84	19.73058355949911	0	0	1	0.996005996001	1.0000000000000036e-12	20.988095238095237	LI4	LI
340031	350030	345030.5	67	19.6628963594586	0	0	1	0.996005996001	1.0000000000000036e-12	21.119402985074625	LI4	LI
345031	355030	350030.5	34	17.871237421231996	0	0	1	0.996005996001	1.0000000000000036e-12	21.205882352941178	LI4	LI
350031	360030	355030.5	8	17.82275390625	0	0	0.8823529411764706	0.8874422300978196	7.483147950814771e-7	17.375	LI4	LI
355031	365030	360030.5	7	18.32380515377315	NA	0	1	0.996005996001	1.0000000000000036e-12	12.857142857142858	LI4	LI
